,file,bite_angle,buried_volume,solid_angle,equivalent_cone_angle,G_param
0,pp000390-Pd_11,108.60750240403371,62.11330600074544,7.709227364801437,206.23651332491104,61.34808212637275
1,pp000091-Pd_5,91.72035547850342,58.66392564293701,6.960205274227267,192.37138204797182,55.387553716377525
2,pp000670-Pd_5,99.81345119695648,58.80718878121506,7.225213089984484,197.24555198548913,57.49641890816489
3,pp000067-Pd_8,86.62752947878312,61.351565411852405,7.480220610807466,201.96557432163866,59.52570428139425
4,pp000091-Pd_15,90.66673807808453,57.77289880730525,6.892203268674472,191.12462177529937,54.84641095018304
5,pp000135-Pd_4,86.43396503195135,54.92801900857249,7.426219018162599,200.96316645818825,59.095973261180966
6,pp000135-Pd_5,86.29899060344978,55.01013324636601,7.379217631971696,200.09202168350703,58.721948113958305
7,pp000091-Pd_14,91.67266549360738,58.033800782705924,6.9112038290495175,191.47284189807428,54.99761260544326
8,pp000670-Pd_4,100.29590703050545,58.90619176295192,7.229213207958177,197.31934302691067,57.52825083558809
9,pp000067-Pd_9,86.81927211259713,62.27462262392843,7.6192247103933255,204.55389648230684,60.63186375935062
10,pp000091-Pd_4,89.74843377259592,58.323821282146845,6.9292043599311395,191.80283267655201,55.140856278847686
11,pp000390-Pd_10,108.42770693353978,61.66779258292956,7.708227335308013,206.21778662351213,61.34012414451694
12,pp000390-Pd_12,108.28645533678184,61.44998602310846,7.615224592419633,204.47924096253817,60.600031831927424
13,pp000091-Pd_6,90.86729834251695,58.512509317927694,6.945204831825916,192.09624021081783,55.268183988540514
14,pp000390-Pd_8,108.99545538002734,62.12670052180395,7.699227069867203,206.0492783098855,61.26850230781474
15,pp000670-Pd_6,99.1228015679798,58.726239284383155,7.213212736063403,197.02422196039086,57.400923125895275
16,pp000091-Pd_16,92.03227282721353,58.39719996272829,6.959205244733844,192.35303704883225,55.37959573452172
17,pp000135-Pd_7,86.53212336040004,54.64615169586284,7.317215803379442,198.94463532653177,58.22855323889862
18,pp000135-Pd_6,86.98656714972383,56.583698285501306,7.32221595084656,199.03709388095447,58.26834314817763
19,pp000091-Pd_17,90.60950466137304,58.97607622064853,7.040207633701144,193.8400549576859,56.02419226484163
20,pp000670-Pd_7,101.07720460702429,58.993547335072684,7.231213266945025,197.35624125971398,57.5441667992997
21,pp000390-Pd_9,110.1906770565697,61.95839545285129,7.769229134406845,207.361441635194,61.82556103772084
22,pp000091-Pd_7,91.16716641876069,58.099026276556096,6.932204448411411,191.8578406158944,55.164730224415095
23,pp000390-Pd_13,108.42448301256532,61.71030562802833,7.6192247103933255,204.55389648230684,60.63186375935062
24,pp000390-Pd_17,107.76657737292426,62.15407193440179,7.7112274237882845,206.2739688679478,61.36399809008436
