,file,bite_angle,buried_volume,solid_angle,equivalent_cone_angle,G_param
0,pp000133-Pd_60,88.48549836635439,59.60911293328364,7.2302132374516015,197.33779191687842,57.53620881744391
1,pp000390-Pd_11,110.83022962247304,60.5921543048826,7.721227718722519,206.46128953929502,61.44357790864237
2,pp000133-Pd_74,87.76035869748121,59.22474841595229,7.194212175688357,196.6739132175149,57.24972147063505
3,pp000135-Pd_156,86.74328815632012,54.65488725307491,7.29921527249782,198.61188710875,58.08530956549419
4,pp000135-Pd_142,86.72635047939781,54.20296775997018,7.295215154524126,198.5379646582531,58.05347763807099
5,pp000390-Pd_39,108.71684127351914,62.43826872903466,7.841231257933334,208.71492392265935,62.39853573133854
6,pp000133-Pd_48,88.1645303764746,59.144963660082,7.1932121461949325,196.65548029096618,57.24176348877924
7,pp000085-Pd_29,104.61542299051813,67.62486023108461,8.285244353013349,217.16110462324508,65.93187967531433
8,pp000425-Pd_123,98.08239441301683,66.07517238166231,8.249243291250105,216.46911701627505,65.6453923285055
9,pp000085-Pd_15,100.99153561307652,69.38536619455833,8.451249248921643,220.3706840702817,67.25290466337738
10,pp000135-Pd_195,87.66518920450852,54.579179090570264,7.311215626418901,198.83370148304184,58.18080534776381
11,pp000091-Pd_5,88.5565049747459,58.32440365262765,6.96120530372069,192.38972736541956,55.39551169823332
12,pp000135-Pd_181,86.25518372751861,57.39435799478196,7.734228102137023,206.70491417140119,61.54703167276778
13,pp000425-Pd_137,95.24281867273193,67.83334886321282,8.313245178829206,217.7002886207663,66.15470316727678
14,pp000670-Pd_25,102.48824758022695,59.04304882594111,7.216212824543672,197.07954843571252,57.42479707146268
15,pp000670-Pd_31,101.1304908255977,59.172335072679836,7.234213355425294,197.41159201054413,57.5680407448671
16,pp000670-Pd_19,100.43734095040999,59.24047241893403,7.261214151747729,197.9099346699071,57.782906254973746
17,pp000135-Pd_98,86.2690239769205,55.91106038017145,7.2672143287082696,198.02072353593076,57.83065414610855
18,pp000458-Pd_81,92.61611403726317,61.15297707789787,7.550222675347107,203.2675417142038,60.08276301130032
19,pp000321-Pd_46,87.45404344989605,52.246202944465146,6.12518064721868,177.11803674460458,48.74263886678338
20,pp000458-Pd_95,91.23545142553304,61.059797800969065,7.506221377636476,202.44881783993134,59.73261180964508
21,pp000321-Pd_52,85.89170692011531,49.66280749161386,5.851172566020653,172.11481114887047,46.56215183829381
22,pp000135-Pd_208,86.79295659781432,54.30546496459188,7.3742174845045785,199.99941662428407,58.68215820467929
23,pp000670-Pd_5,99.81345119695648,58.80718878121506,7.225213089984484,197.24555198548913,57.49641890816489
24,pp000135-Pd_220,87.60555268456001,54.096393961982855,7.235213384918717,197.43004316996812,57.575998726722894
25,pp000091-Pd_148,89.70677072426048,57.55683935892657,6.878202855766544,190.86810463480055,54.73499920420181
26,pp000067-Pd_8,86.55186237587488,63.67697074170704,7.700227099360626,206.06799861846022,61.27646028967054
27,pp000135-Pd_234,86.32463362212594,54.114447446887816,7.258214063267458,197.85454657237688,57.75903230940634
28,pp000670-Pd_104,99.4917205780566,58.755357808423405,7.229213207958177,197.31934302691067,57.52825083558809
29,pp000110-Pd_36,98.94607315785183,68.21596626910174,8.487250310684887,221.07102101241603,67.53939201018622
30,pp000458-Pd_42,90.63670484115563,60.94798266865449,7.281214741616197,198.27929714478432,57.942065892089765
31,pp000321-Pd_85,85.5662308432547,49.17128680581438,5.791170796415245,171.0175353817955,46.08467292694572
32,pp000458-Pd_56,91.78049137833688,61.516376257920236,7.575223412682694,203.73326004106178,60.281712557695364
33,pp000321-Pd_91,85.85717702787613,48.944162318300414,5.752169646171731,170.3038696403615,45.77431163456948
34,pp000110-Pd_22,102.11221399739823,68.9683889303019,8.573252847119305,222.7506237857296,68.22377844978513
35,pp000135-Pd_67,87.54087292395451,55.385179836004475,7.575223412682694,203.73326004106178,60.281712557695364
36,pp000135-Pd_73,86.47206117764692,57.04551807677972,7.692226863413238,205.91825592494732,61.21279643482412
37,pp000458-Pd_104,90.07757818964456,60.70513417815878,7.445219578537644,201.3156764919856,59.24717491644119
38,pp000091-Pd_15,90.45755430169665,57.864330972791656,6.904203622595554,191.34453807875565,54.94190673245266
39,pp000458-Pd_110,92.28809225932675,60.90954621692136,7.480220610807466,201.96557432163866,59.52570428139425
40,pp000425-Pd_26,96.43607924177518,66.14796869176296,8.154240489374876,214.64954893512294,64.88938405220436
41,pp000425-Pd_32,97.10819842127535,66.1875698844577,8.145240223934065,214.4776431110339,64.81776221550216
42,pp000091-Pd_29,90.66673807808453,57.77289880730525,6.892203268674472,191.12462177529937,54.84641095018304
43,pp000135-Pd_4,86.9253345042632,54.84648714125978,7.373217455011155,199.9808971977778,58.67420022282349
44,pp000091-Pd_28,90.68877053625265,59.195047521431235,7.0472078401551075,193.96866905387577,56.07989813783224
45,pp000425-Pd_33,98.03538688770685,66.69656168468133,8.171240990763074,214.97447993006026,65.02466974375298
46,pp000135-Pd_5,86.47391076523405,54.989167909057024,7.442219490057373,201.260003532589,59.22330097087378
47,pp000425-Pd_27,97.45963076612877,66.83516585911293,8.18724146265785,215.2805626819787,65.1519974534458
48,pp000091-Pd_14,91.4220852919144,58.31625046589638,6.946204861319339,192.1145808047131,55.27614197039631
49,pp000458-Pd_111,91.36106344521683,60.27942135669028,7.3932180448796245,200.3513866022371,58.83335985993952
50,pp000458-Pd_105,90.35919903452381,60.82452012672381,7.51322158409044,202.5789906192629,59.788317682635686
51,pp000135-Pd_72,86.11120791500599,55.43176947446887,7.349216747168993,199.53658791099485,58.48320865828426
52,pp000135-Pd_66,87.05412531372833,56.05082929556466,7.295215154524126,198.5379646582531,58.05347763807099
53,pp000321-Pd_90,84.86445367165099,49.19458162504659,5.797170973375786,171.12729843404074,46.13242081808054
